model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
2 Series,2019,Manual,1000,Petrol,145,52.3,1.5,20980
4 Series,2019,Automatic,9250,Diesel,145,50.4,3.0,35950
3 Series,2013,Automatic,62000,Diesel,30,62.8,2.0,10990
2 Series,2019,Manual,10,Diesel,145,64.2,2.0,21950
M4,2019,Semi-Auto,19322,Petrol,150,34.0,3.0,40950
1 Series,2016,Automatic,45000,Diesel,30,65.7,2.0,14589
5 Series,2018,Automatic,3001,Diesel,145,53.3,3.0,33995
1 Series,2016,Manual,32068,Diesel,20,72.4,1.5,11010
4 Series,2016,Manual,51194,Diesel,30,62.8,2.0,15199
3 Series,2019,Semi-Auto,3501,Diesel,145,47.9,3.0,36990
X3,2019,Semi-Auto,4829,Diesel,150,54.3,2.0,32250
3 Series,2017,Semi-Auto,15338,Diesel,145,49.6,3.0,24000
2 Series,2019,Semi-Auto,7315,Petrol,145,50.4,2.0,21980
2 Series,2018,Semi-Auto,13472,Petrol,145,50.4,1.5,18890
1 Series,2017,Manual,10624,Diesel,0,83.1,1.5,11997
1 Series,2017,Semi-Auto,28163,Petrol,150,54.3,1.5,15870
3 Series,2016,Manual,25000,Diesel,30,67.3,2.0,12490
X5,2019,Automatic,5856,Diesel,145,37.7,3.0,43946
X4,2016,Semi-Auto,50944,Diesel,205,47.9,3.0,21950
X5,2017,Automatic,23646,Diesel,145,47.1,3.0,31499
3 Series,2018,Semi-Auto,32456,Diesel,145,62.8,2.0,19992
1 Series,2016,Manual,10063,Petrol,145,46.3,2.0,14900
X1,2017,Manual,24050,Diesel,125,58.9,2.0,16333
1 Series,2018,Manual,45228,Diesel,145,72.4,1.5,12291
X4,2015,Automatic,51532,Diesel,145,54.3,2.0,19500
1 Series,2017,Manual,18716,Diesel,145,65.7,2.0,13900
3 Series,2017,Semi-Auto,33384,Hybrid,0,134.5,2.0,18298
X1,2014,Automatic,37905,Diesel,165,52.3,2.0,11000
5 Series,2014,Automatic,46042,Diesel,20,68.9,2.0,11900
2 Series,2016,Manual,80250,Diesel,20,68.9,2.0,8500
2 Series,2019,Semi-Auto,7211,Petrol,150,47.9,2.0,21950
X3,2017,Automatic,49100,Diesel,145,54.3,2.0,19950
3 Series,2016,Manual,60465,Diesel,20,68.9,2.0,10200
5 Series,2017,Automatic,21319,Diesel,145,62.8,2.0,22199
3 Series,2014,Semi-Auto,62121,Diesel,125,60.1,2.0,9698
5 Series,2019,Semi-Auto,5877,Diesel,145,60.1,2.0,39999
X3,2019,Semi-Auto,9000,Diesel,145,54.3,2.0,32509
X5,2018,Semi-Auto,31855,Petrol,145,25.4,4.4,50495
4 Series,2019,Automatic,4980,Petrol,145,45.6,2.0,24900
Z4,2019,Semi-Auto,156,Petrol,145,38.7,2.0,34890
2 Series,2019,Semi-Auto,1614,Diesel,145,49.6,2.0,27990
X5,2019,Automatic,999,Diesel,145,37.7,3.0,47995
5 Series,2019,Automatic,7390,Petrol,145,39.2,3.0,38500
X2,2019,Semi-Auto,8859,Diesel,145,50.4,2.0,29325
5 Series,2019,Semi-Auto,8993,Hybrid,135,156.9,2.0,30500
5 Series,2010,Automatic,116882,Diesel,150,54.3,2.0,5970
2 Series,2015,Manual,70000,Petrol,125,53.3,1.5,10982
3 Series,2017,Automatic,53208,Diesel,145,70.6,2.0,13600
5 Series,2017,Semi-Auto,27395,Diesel,145,60.1,2.0,22998
2 Series,2019,Semi-Auto,8683,Petrol,150,47.9,2.0,23441
X2,2019,Semi-Auto,1702,Diesel,145,47.9,2.0,24990
4 Series,2013,Semi-Auto,73023,Diesel,125,57.6,3.0,12220
5 Series,2017,Semi-Auto,13970,Diesel,145,65.7,2.0,23998
4 Series,2019,Automatic,5738,Diesel,145,65.7,2.0,23480
3 Series,2013,Automatic,41114,Diesel,125,57.6,3.0,14612
1 Series,2012,Manual,60000,Petrol,145,49.6,1.6,7375
1 Series,2017,Automatic,21285,Diesel,30,65.7,2.0,15997
5 Series,2019,Semi-Auto,4913,Diesel,145,51.4,3.0,33495
3 Series,2008,Automatic,141000,Petrol,235,39.8,3.0,4250
3 Series,2016,Semi-Auto,44563,Diesel,125,60.1,2.0,16990
3 Series,2019,Automatic,1241,Diesel,145,62.8,2.0,24950
5 Series,2018,Semi-Auto,25411,Diesel,145,60.1,3.0,28000
5 Series,2014,Semi-Auto,31039,Diesel,145,55.4,2.0,14959
i3,2017,Automatic,17338,Hybrid,135,470.8,0.0,19495
X1,2016,Manual,38775,Diesel,20,68.9,2.0,13899
3 Series,2014,Manual,64021,Diesel,125,57.6,2.0,11491
2 Series,2020,Automatic,101,Petrol,145,47.9,2.0,25000
X5,2014,Automatic,72442,Diesel,200,47.1,3.0,20995
2 Series,2017,Semi-Auto,23374,Diesel,150,65.7,2.0,16250
1 Series,2015,Manual,50000,Petrol,125,50.4,1.6,8490
1 Series,2017,Semi-Auto,23114,Petrol,200,39.8,3.0,21832
4 Series,2017,Semi-Auto,34764,Diesel,145,52.3,3.0,20945
3 Series,2020,Manual,105,Diesel,145,56.5,2.0,23990
4 Series,2019,Semi-Auto,2146,Diesel,145,65.7,2.0,25850
X5,2017,Automatic,32812,Diesel,145,47.1,3.0,30999
5 Series,2019,Automatic,101,Petrol,145,50.4,2.0,32980
1 Series,2017,Semi-Auto,30939,Diesel,30,65.7,2.0,14610
X6,2016,Semi-Auto,39026,Diesel,205,47.1,3.0,31995
1 Series,2013,Manual,58689,Petrol,145,47.9,1.6,9700
2 Series,2019,Manual,16606,Petrol,150,52.3,1.5,18350
3 Series,2017,Semi-Auto,39462,Hybrid,0,148.7,2.0,16980
X5,2013,Automatic,81000,Diesel,200,45.6,3.0,20990
2 Series,2018,Automatic,8370,Petrol,145,36.2,2.0,20360
X2,2019,Manual,3189,Diesel,145,48.7,2.0,24980
5 Series,2018,Automatic,51413,Diesel,145,68.9,2.0,17700
X1,2014,Manual,42023,Diesel,160,51.4,2.0,9999
4 Series,2015,Automatic,35000,Diesel,30,65.7,2.0,14990
1 Series,2015,Manual,36713,Diesel,0,78.5,1.5,9699
X5,2019,Automatic,6650,Diesel,145,37.7,3.0,46756
X2,2019,Semi-Auto,2946,Diesel,145,48.7,2.0,27915
5 Series,2019,Semi-Auto,5739,Diesel,145,62.8,2.0,28000
4 Series,2019,Semi-Auto,4984,Diesel,150,49.6,3.0,30490
1 Series,2016,Manual,40000,Diesel,30,65.7,2.0,11490
Z4,2020,Semi-Auto,4825,Petrol,150,38.7,2.0,31990
3 Series,2015,Automatic,26000,Diesel,30,64.2,2.0,14990
X1,2016,Automatic,30405,Diesel,125,57.6,2.0,18199
4 Series,2019,Automatic,4300,Petrol,145,48.7,2.0,25589
1 Series,2019,Manual,5085,Petrol,150,41.5,1.5,24995
1 Series,2018,Semi-Auto,28542,Diesel,150,48.7,1.5,14491
5 Series,2016,Automatic,30754,Diesel,30,62.8,2.0,17499
4 Series,2019,Semi-Auto,1501,Diesel,145,65.7,2.0,28995
5 Series,2015,Semi-Auto,54636,Diesel,125,60.1,2.0,15189
3 Series,2018,Semi-Auto,6425,Petrol,145,48.7,2.0,21898
3 Series,2019,Semi-Auto,7130,Petrol,150,47.9,2.0,24995
X1,2019,Semi-Auto,1940,Diesel,145,65.7,2.0,27380
1 Series,2014,Manual,53872,Diesel,30,65.7,2.0,9460
4 Series,2017,Automatic,23910,Petrol,145,41.5,3.0,25488
X5,2013,Automatic,59187,Diesel,300,38.2,3.0,16500
1 Series,2017,Automatic,4632,Petrol,145,54.3,1.5,17695
1 Series,2019,Manual,1501,Diesel,145,72.4,1.5,16440
3 Series,2017,Automatic,66782,Other,140,134.5,2.0,16400
1 Series,2019,Manual,13461,Diesel,145,72.4,1.5,16440
X1,2016,Manual,46907,Diesel,125,58.9,2.0,15995
5 Series,2019,Semi-Auto,1800,Petrol,145,47.9,2.0,34990
5 Series,2019,Semi-Auto,12209,Diesel,145,62.8,2.0,26000
5 Series,2019,Automatic,3936,Petrol,145,47.9,2.0,29999
1 Series,2013,Automatic,52799,Diesel,30,64.2,2.0,9765
2 Series,2017,Semi-Auto,15500,Petrol,150,48.7,2.0,17895
X1,2017,Automatic,25227,Petrol,160,44.8,2.0,18700
5 Series,2017,Automatic,43503,Diesel,145,53.3,3.0,27495
5 Series,2016,Automatic,33689,Diesel,30,62.8,2.0,15797
2 Series,2019,Semi-Auto,7978,Petrol,145,47.9,2.0,22305
X3,2016,Automatic,19083,Diesel,150,54.3,2.0,21750
7 Series,2019,Semi-Auto,1501,Diesel,145,41.5,3.0,59995
1 Series,2015,Automatic,58620,Diesel,20,67.3,2.0,11695
1 Series,2019,Semi-Auto,2604,Diesel,145,70.6,2.0,19995
3 Series,2019,Automatic,1500,Diesel,145,48.7,2.0,28220
2 Series,2016,Manual,53653,Diesel,30,65.7,2.0,10799
2 Series,2019,Semi-Auto,6235,Petrol,145,50.4,1.5,20980
X1,2017,Automatic,11253,Diesel,125,57.6,2.0,21312
4 Series,2016,Semi-Auto,36660,Diesel,125,58.9,2.0,18000
3 Series,2019,Semi-Auto,7821,Diesel,145,53.3,2.0,25940
3 Series,2019,Semi-Auto,6313,Petrol,150,41.5,2.0,31990
X3,2016,Automatic,22492,Diesel,145,54.3,2.0,19000
X1,2020,Semi-Auto,1241,Diesel,145,60.1,2.0,29970
4 Series,2016,Automatic,48891,Diesel,30,62.8,2.0,14999
3 Series,2016,Semi-Auto,27985,Hybrid,0,134.5,2.0,17298
2 Series,2017,Automatic,21697,Petrol,30,55.4,1.5,14485
4 Series,2014,Manual,81978,Diesel,125,60.1,2.0,10991
2 Series,2019,Semi-Auto,6883,Petrol,145,47.9,2.0,23999
3 Series,2009,Manual,97000,Diesel,125,58.9,2.0,4500
3 Series,2018,Automatic,23449,Diesel,145,64.2,2.0,17500
2 Series,2017,Automatic,46827,Hybrid,135,141.2,1.5,15887
7 Series,2016,Semi-Auto,15143,Diesel,160,52.3,3.0,33995
4 Series,2015,Manual,43745,Diesel,125,60.1,2.0,15361
X3,2015,Automatic,34835,Diesel,200,47.1,3.0,21000
X1,2016,Automatic,21822,Diesel,125,60.1,2.0,19499
X4,2017,Semi-Auto,25357,Diesel,200,47.9,3.0,25990
1 Series,2017,Manual,41435,Diesel,0,83.1,1.5,10200
3 Series,2012,Manual,59000,Diesel,145,55.4,2.0,8990
1 Series,2015,Manual,49151,Diesel,30,62.8,2.0,11498
X3,2018,Semi-Auto,16202,Petrol,145,34.5,3.0,34990
1 Series,2017,Manual,38356,Diesel,145,83.1,1.5,11800
X3,2019,Semi-Auto,4999,Diesel,145,54.3,2.0,33313
X1,2017,Semi-Auto,17905,Diesel,145,57.6,2.0,22310
3 Series,2019,Semi-Auto,9309,Diesel,145,57.7,2.0,25480
5 Series,2016,Automatic,37000,Diesel,30,62.8,2.0,13990
2 Series,2019,Semi-Auto,6195,Petrol,145,47.9,2.0,20498
1 Series,2015,Semi-Auto,38178,Petrol,240,37.7,3.0,16950
5 Series,2018,Semi-Auto,50628,Diesel,150,60.1,2.0,22601
5 Series,2015,Automatic,60892,Diesel,125,60.1,2.0,13600
5 Series,2016,Automatic,51552,Diesel,30,62.8,2.0,14400
1 Series,2019,Semi-Auto,2690,Petrol,145,34.5,2.0,32760
X1,2017,Automatic,11000,Diesel,150,60.1,2.0,22500
2 Series,2020,Semi-Auto,1000,Petrol,145,40.9,1.5,25995
5 Series,2014,Semi-Auto,68489,Diesel,125,57.6,2.0,12941
7 Series,2014,Semi-Auto,60697,Diesel,160,50.4,3.0,14798
3 Series,2019,Semi-Auto,6506,Diesel,145,52.3,2.0,26980
X3,2019,Semi-Auto,4494,Diesel,145,48.7,3.0,36999
2 Series,2019,Automatic,6179,Diesel,145,46.3,2.0,25466
Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2.0,31980
3 Series,2016,Automatic,41317,Diesel,20,74.3,2.0,13969
3 Series,2014,Semi-Auto,29046,Diesel,30,62.8,2.0,13990
2 Series,2016,Manual,32878,Petrol,125,52.3,1.5,11999
3 Series,2013,Manual,68000,Diesel,30,61.4,2.0,10500
X3,2019,Automatic,3512,Petrol,145,24.8,3.0,53950
3 Series,2017,Automatic,29000,Diesel,145,62.8,2.0,18000
X4,2015,Automatic,44147,Diesel,200,47.9,3.0,20000
2 Series,2020,Semi-Auto,1548,Petrol,150,36.2,2.0,32895
X1,2017,Semi-Auto,26109,Diesel,145,55.4,2.0,19875
5 Series,2020,Semi-Auto,10,Petrol,145,36.2,2.0,29450
4 Series,2020,Semi-Auto,101,Diesel,145,58.9,2.0,36902
Z4,2019,Semi-Auto,8998,Petrol,145,38.7,2.0,27950
X7,2019,Automatic,15000,Diesel,145,31.4,3.0,67950
X1,2017,Automatic,60703,Diesel,145,65.7,2.0,15999
M2,2018,Automatic,17000,Petrol,145,39.8,3.0,23495
3 Series,2018,Automatic,10877,Petrol,145,54.3,1.5,17000
3 Series,2017,Semi-Auto,32871,Diesel,145,68.9,2.0,13995
6 Series,2015,Automatic,25757,Diesel,160,49.6,3.0,21298
2 Series,2019,Automatic,9490,Petrol,145,39.2,1.5,21390
M4,2019,Semi-Auto,9403,Petrol,145,32.5,3.0,42275
1 Series,2012,Manual,40488,Diesel,30,62.8,2.0,7950
X1,2017,Semi-Auto,14598,Diesel,145,60.1,2.0,20251
4 Series,2019,Automatic,110,Diesel,145,65.7,2.0,35000
5 Series,2014,Semi-Auto,73837,Diesel,160,51.4,3.0,13990
2 Series,2019,Manual,6225,Petrol,145,52.3,1.5,18880
1 Series,2019,Semi-Auto,1060,Diesel,145,70.6,2.0,18395
X3,2015,Semi-Auto,34348,Diesel,150,55.4,2.0,14998
2 Series,2019,Automatic,12070,Hybrid,135,148.7,1.5,20850
X2,2020,Semi-Auto,6565,Diesel,150,58.9,2.0,28490
2 Series,2016,Manual,35437,Diesel,30,64.2,2.0,13400
X6,2015,Semi-Auto,55912,Diesel,200,47.1,3.0,23162
X3,2009,Automatic,95000,Diesel,260,42.2,2.0,7495
5 Series,2019,Automatic,6552,Diesel,145,53.3,3.0,36480
2 Series,2017,Semi-Auto,23843,Diesel,145,64.2,2.0,16798
4 Series,2016,Manual,33805,Diesel,30,62.8,2.0,15957
2 Series,2018,Automatic,20915,Diesel,145,49.6,2.0,20000
3 Series,2020,Semi-Auto,101,Petrol,145,40.4,2.0,36402
4 Series,2019,Semi-Auto,8722,Diesel,145,53.3,3.0,26990
1 Series,2016,Manual,21646,Petrol,125,52.3,1.5,14500
X1,2020,Semi-Auto,243,Diesel,145,36.7,2.0,28999
X3,2019,Automatic,6579,Diesel,145,54.3,2.0,31736
2 Series,2016,Manual,20565,Diesel,0,74.3,1.5,12998
3 Series,2020,Automatic,4000,Diesel,145,50.4,2.0,32995
X1,2012,Manual,88706,Diesel,160,51.4,2.0,7999
4 Series,2020,Semi-Auto,10,Petrol,145,48.7,2.0,29500
8 Series,2019,Automatic,8000,Petrol,145,33.6,3.0,60000
X4,2018,Semi-Auto,10920,Diesel,150,42.8,2.0,32000
1 Series,2019,Semi-Auto,11754,Diesel,145,68.9,1.5,19995
1 Series,2019,Manual,969,Diesel,150,68.9,2.0,22900
1 Series,2016,Manual,81750,Diesel,20,72.4,1.5,8788
7 Series,2016,Automatic,33000,Diesel,145,54.3,3.0,29990
7 Series,2018,Semi-Auto,17192,Petrol,145,35.3,4.4,36450
5 Series,2015,Semi-Auto,33910,Diesel,160,51.4,3.0,17830
X3,2020,Semi-Auto,3116,Diesel,145,54.3,2.0,36000
4 Series,2017,Manual,17410,Petrol,150,40.9,2.0,19800
1 Series,2018,Semi-Auto,26232,Petrol,150,54.3,1.5,17490
X4,2019,Semi-Auto,10910,Diesel,150,42.8,2.0,42450
2 Series,2019,Manual,7107,Diesel,150,60.1,2.0,24495
3 Series,2015,Manual,44000,Diesel,20,68.9,2.0,9990
X5,2017,Automatic,10914,Diesel,145,42.8,3.0,40162
5 Series,2018,Automatic,16042,Diesel,145,68.9,2.0,23699
2 Series,2017,Manual,22445,Petrol,125,50.4,1.5,14300
Z4,2016,Semi-Auto,29850,Petrol,205,41.5,2.0,16500
3 Series,2015,Automatic,42199,Diesel,160,49.6,3.0,16559
3 Series,2016,Automatic,45716,Hybrid,0,134.5,2.0,14887
1 Series,2016,Manual,86000,Diesel,20,68.9,2.0,6990
4 Series,2019,Semi-Auto,7667,Diesel,145,58.9,2.0,26800
3 Series,2016,Manual,23323,Diesel,30,62.8,2.0,14000
2 Series,2017,Semi-Auto,22080,Petrol,145,48.7,2.0,16491
X6,2014,Automatic,34990,Diesel,305,38.2,3.0,18000
3 Series,2019,Semi-Auto,10624,Petrol,150,42.2,2.0,26995
1 Series,2019,Automatic,11747,Diesel,145,72.4,1.5,16888
4 Series,2016,Semi-Auto,52783,Petrol,235,38.2,3.0,19480
2 Series,2016,Manual,24313,Diesel,0,74.3,1.5,10600
4 Series,2020,Manual,10,Diesel,145,62.8,2.0,27950
2 Series,2019,Semi-Auto,1000,Petrol,145,40.9,1.5,22995
3 Series,2019,Semi-Auto,7954,Diesel,145,49.6,3.0,28400
3 Series,2019,Automatic,1606,Petrol,145,34.9,3.0,42995
1 Series,2016,Manual,25281,Petrol,125,53.3,1.5,11899
2 Series,2017,Automatic,22502,Diesel,145,55.4,2.0,18299
X1,2016,Manual,15413,Diesel,125,58.9,2.0,17498
4 Series,2016,Semi-Auto,31125,Petrol,165,46.3,2.0,16550
3 Series,2013,Automatic,43771,Diesel,30,62.8,2.0,10688
5 Series,2016,Automatic,65612,Diesel,30,62.8,2.0,13600
4 Series,2019,Semi-Auto,6155,Diesel,145,47.9,3.0,31845
3 Series,2017,Semi-Auto,51260,Diesel,150,53.3,3.0,18341
5 Series,2017,Semi-Auto,19379,Diesel,145,65.7,2.0,22998
4 Series,2019,Automatic,123,Diesel,145,65.7,2.0,29361
5 Series,2015,Automatic,71973,Diesel,30,62.8,2.0,11999
4 Series,2017,Automatic,26807,Diesel,125,60.1,2.0,17999
3 Series,2020,Semi-Auto,11,Petrol,145,40.4,2.0,31990
X4,2019,Semi-Auto,12733,Diesel,150,37.2,3.0,38500
X2,2019,Semi-Auto,3673,Petrol,145,34.0,2.0,33250
1 Series,2019,Semi-Auto,4811,Diesel,145,60.1,2.0,22950
M2,2016,Semi-Auto,14712,Petrol,260,35.8,3.0,31000
3 Series,2019,Semi-Auto,103,Diesel,145,52.3,2.0,32420
M4,2019,Semi-Auto,5239,Petrol,145,34.0,3.0,46995
X2,2020,Semi-Auto,101,Diesel,145,61.4,2.0,28993
6 Series,2016,Semi-Auto,21050,Diesel,160,51.4,3.0,25243
2 Series,2019,Semi-Auto,7494,Petrol,150,50.4,2.0,20980
4 Series,2015,Semi-Auto,41000,Diesel,150,56.5,2.0,16896
3 Series,2019,Semi-Auto,5749,Petrol,145,47.9,2.0,23975
3 Series,2018,Semi-Auto,23369,Diesel,145,64.2,2.0,19125
5 Series,2016,Automatic,83189,Diesel,20,68.9,2.0,12250
2 Series,2020,Manual,5550,Petrol,145,43.5,1.5,29000
3 Series,2017,Manual,13309,Petrol,150,48.7,2.0,14998
5 Series,2014,Automatic,46356,Diesel,30,62.8,2.0,12400
2 Series,2019,Manual,1455,Diesel,145,51.4,2.0,21600
1 Series,2014,Manual,49064,Diesel,30,65.7,2.0,9991
2 Series,2019,Manual,2715,Diesel,145,61.4,2.0,26991
3 Series,2017,Manual,28588,Petrol,145,45.6,2.0,15800
5 Series,2017,Automatic,54589,Diesel,20,68.9,2.0,13700
X5,2019,Semi-Auto,5925,Diesel,145,37.7,3.0,50990
X1,2019,Semi-Auto,5085,Diesel,145,60.1,2.0,26600
X1,2017,Automatic,24852,Diesel,150,65.7,2.0,16400
X2,2019,Automatic,7141,Petrol,145,40.4,2.0,21480
3 Series,2014,Manual,56523,Diesel,125,57.6,2.0,12450
5 Series,2020,Semi-Auto,9,Hybrid,145,49.6,2.0,29950
X1,2016,Automatic,47406,Diesel,125,57.6,2.0,16400
2 Series,2020,Semi-Auto,10,Petrol,145,40.9,1.5,26495
3 Series,2019,Automatic,123,Petrol,145,42.2,2.0,33840
3 Series,2007,Manual,103000,Diesel,205,49.6,2.0,2550
5 Series,2018,Automatic,19625,Diesel,145,53.3,3.0,28992
5 Series,2012,Automatic,71000,Diesel,240,43.5,3.0,11440
M2,2019,Semi-Auto,100,Petrol,145,29.1,3.0,47980
X1,2017,Manual,18097,Diesel,145,68.9,2.0,15399
3 Series,2016,Automatic,25598,Diesel,150,54.3,3.0,15800
X3,2018,Semi-Auto,9210,Petrol,145,34.5,3.0,36995
X3,2019,Automatic,7465,Diesel,145,54.3,2.0,34000
1 Series,2013,Manual,48279,Petrol,145,50.4,1.6,9999
X1,2017,Semi-Auto,24150,Diesel,145,57.6,2.0,20000
X3,2019,Automatic,3755,Diesel,145,54.3,2.0,40661
5 Series,2019,Semi-Auto,4716,Diesel,150,53.3,3.0,32990
Z4,2020,Semi-Auto,101,Petrol,145,38.7,2.0,37975
4 Series,2016,Automatic,25798,Petrol,160,44.1,2.0,19216
X1,2014,Semi-Auto,55000,Diesel,150,56.5,2.0,10295
X1,2017,Semi-Auto,32420,Diesel,145,55.4,2.0,18990
3 Series,2019,Semi-Auto,21656,Diesel,145,52.3,2.0,24895
1 Series,2019,Manual,1000,Petrol,145,44.1,1.5,22995
4 Series,2016,Automatic,41838,Diesel,145,54.3,2.0,18000
1 Series,2017,Automatic,36069,Petrol,200,39.8,3.0,19700
X1,2016,Semi-Auto,19010,Diesel,125,57.6,2.0,20500
1 Series,2016,Manual,34240,Diesel,20,68.9,2.0,11726
1 Series,2008,Manual,68000,Petrol,150,48.7,1.6,3940
X3,2017,Automatic,17504,Diesel,145,54.3,2.0,19450
1 Series,2019,Semi-Auto,6581,Diesel,145,67.3,2.0,25950
4 Series,2017,Automatic,16876,Diesel,125,58.9,2.0,20320
1 Series,2015,Semi-Auto,45000,Diesel,20,72.4,1.5,10991
4 Series,2017,Semi-Auto,18801,Diesel,30,65.7,2.0,19950
2 Series,2016,Manual,7390,Petrol,165,44.8,2.0,15490
3 Series,2009,Manual,138026,Petrol,205,42.8,2.0,4495
3 Series,2019,Automatic,22500,Petrol,150,51.4,1.5,18950
3 Series,2017,Automatic,23243,Petrol,165,44.8,2.0,17000
5 Series,2015,Semi-Auto,30000,Diesel,165,51.4,3.0,18722
X3,2013,Semi-Auto,50567,Diesel,165,50.4,2.0,16995
3 Series,2019,Automatic,5732,Petrol,145,42.2,2.0,27130
5 Series,2016,Automatic,29314,Diesel,165,51.4,3.0,21988
2 Series,2019,Manual,3156,Diesel,145,60.1,2.0,23920
3 Series,2015,Manual,55851,Diesel,20,68.9,2.0,10145
4 Series,2017,Automatic,43111,Diesel,145,65.7,2.0,17998
1 Series,2016,Manual,80103,Diesel,0,83.1,1.5,7999
M5,2019,Semi-Auto,4419,Petrol,145,26.9,4.4,61797
3 Series,2015,Manual,55700,Diesel,125,60.1,2.0,11491
3 Series,2020,Semi-Auto,300,Petrol,145,42.2,2.0,28950
X5,2014,Automatic,51252,Diesel,200,45.6,3.0,23980
5 Series,2019,Automatic,9029,Hybrid,135,156.9,2.0,26875
X3,2019,Semi-Auto,1604,Petrol,145,24.8,3.0,54595
1 Series,2016,Manual,15445,Petrol,125,52.3,1.5,13984
1 Series,2015,Automatic,31141,Diesel,30,64.2,2.0,15490
M4,2019,Automatic,999,Petrol,145,34.0,3.0,47995
2 Series,2019,Manual,3205,Petrol,145,52.3,1.5,22990
X5,2019,Automatic,11311,Diesel,150,33.6,3.0,61550
X3,2016,Semi-Auto,43688,Diesel,145,54.3,2.0,19490
X3,2015,Semi-Auto,30256,Diesel,145,54.3,2.0,19498
3 Series,2017,Semi-Auto,21545,Petrol,150,54.3,1.5,15698
1 Series,2016,Automatic,8707,Petrol,30,55.5,1.5,13750
3 Series,2016,Semi-Auto,27016,Hybrid,0,148.7,2.0,17875
3 Series,2017,Semi-Auto,27500,Diesel,145,56.5,3.0,20999
5 Series,2019,Semi-Auto,9239,Hybrid,150,62.8,2.0,27950
3 Series,2016,Automatic,83465,Petrol,125,51.4,2.0,10600
X5,2019,Semi-Auto,10,Diesel,150,37.7,3.0,54900
X1,2016,Semi-Auto,11927,Diesel,150,55.4,2.0,19998
2 Series,2019,Semi-Auto,4001,Diesel,145,47.1,2.0,24180
X3,2016,Automatic,25752,Diesel,145,54.3,2.0,18450
1 Series,2016,Semi-Auto,9097,Petrol,200,39.8,3.0,23412
1 Series,2016,Automatic,79212,Diesel,20,68.9,1.5,12349
4 Series,2017,Semi-Auto,19151,Diesel,145,65.7,2.0,20387
X1,2017,Semi-Auto,17961,Petrol,165,44.8,2.0,21250
3 Series,2019,Semi-Auto,4925,Petrol,150,43.5,2.0,29661
X5,2019,Semi-Auto,5966,Diesel,145,37.7,3.0,46995
3 Series,2015,Automatic,27369,Diesel,160,51.4,3.0,17990
6 Series,2008,Automatic,94000,Diesel,305,39.2,3.0,8499
3 Series,2019,Semi-Auto,16330,Diesel,145,49.6,3.0,27997
1 Series,2017,Manual,9243,Petrol,145,52.3,1.5,14397
1 Series,2019,Semi-Auto,8211,Diesel,145,74.3,2.0,17980
X3,2011,Automatic,71000,Diesel,165,50.4,2.0,9750
1 Series,2008,Manual,89241,Petrol,200,42.8,2.0,4795
X1,2017,Semi-Auto,21320,Diesel,145,57.6,2.0,20260
5 Series,2018,Semi-Auto,20000,Diesel,150,68.9,2.0,24600
3 Series,2016,Automatic,91707,Diesel,150,53.3,3.0,14000
1 Series,2014,Automatic,48343,Diesel,125,60.1,2.0,13083
4 Series,2015,Manual,40276,Diesel,30,67.3,2.0,12970
2 Series,2019,Semi-Auto,1290,Petrol,145,50.4,1.5,20990
X2,2018,Manual,18440,Diesel,145,55.4,2.0,19240
1 Series,2015,Manual,40052,Petrol,300,35.3,3.0,14999
3 Series,2018,Automatic,40151,Diesel,145,67.3,2.0,16200
4 Series,2015,Automatic,110720,Diesel,125,61.4,2.0,10195
1 Series,2012,Manual,85827,Diesel,30,62.8,2.0,7899
3 Series,2018,Semi-Auto,30187,Diesel,145,62.8,2.0,19785
2 Series,2015,Manual,46200,Petrol,30,54.3,1.5,11679
3 Series,2019,Semi-Auto,3858,Diesel,145,52.3,2.0,28750
X1,2017,Automatic,25190,Petrol,145,44.8,2.0,22999
2 Series,2016,Manual,24000,Petrol,300,34.9,3.0,16490
1 Series,2017,Automatic,27108,Petrol,145,39.8,3.0,19990
X1,2018,Semi-Auto,16876,Diesel,145,47.1,2.0,23995
1 Series,2017,Manual,44426,Petrol,150,52.3,1.5,15981
1 Series,2015,Semi-Auto,15200,Diesel,0,78.5,1.5,13442
5 Series,2013,Automatic,88000,Diesel,145,55.4,2.0,10990
4 Series,2014,Automatic,82000,Diesel,160,52.3,3.0,12980
4 Series,2020,Semi-Auto,2540,Diesel,145,65.7,2.0,25453
1 Series,2017,Manual,32000,Diesel,30,62.8,2.0,16990
1 Series,2013,Manual,37012,Diesel,30,62.8,2.0,11000
3 Series,2019,Semi-Auto,8718,Diesel,145,47.9,3.0,33690
X5,2019,Semi-Auto,6171,Diesel,145,37.7,3.0,47902
X5,2020,Semi-Auto,1435,Petrol,145,23.2,4.4,65000
2 Series,2019,Semi-Auto,10086,Petrol,145,47.9,2.0,21945
3 Series,2016,Manual,53000,Diesel,30,64.2,2.0,12990
M6,2014,Automatic,34000,Petrol,565,28.5,4.4,29000
7 Series,2017,Automatic,22363,Diesel,150,60.1,3.0,23800
X1,2017,Manual,24607,Diesel,125,60.1,2.0,15200
3 Series,2015,Manual,91246,Diesel,125,61.4,2.0,10225
M3,2015,Semi-Auto,41500,Petrol,305,34.0,3.0,29991
5 Series,2018,Semi-Auto,24141,Hybrid,140,156.9,2.0,25998
X3,2019,Automatic,3367,Petrol,145,24.8,3.0,55610
